# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* ANKDFBEC_02585      K07494   74.50  114.3   1.6e-33 putative transposase
* ANKDFBEC_02600      K07334   76.87   80.9   1.7e-23 toxin HigB-1
* ANKDFBEC_02601      K21498   47.93   99.0   4.8e-29 antitoxin HigA-1
* ANKDFBEC_02607      K03427   97.00  148.2   7.4e-44 type I restriction enzyme M protein [EC:2.1.1.72]
* ANKDFBEC_02613      K01154   25.93   46.6   5.1e-13 type I restriction enzyme, S subunit [EC:3.1.21.3]
* ANKDFBEC_02614      K03427   97.00  283.4   8.4e-85 type I restriction enzyme M protein [EC:2.1.1.72]
* ANKDFBEC_02614      K01154   25.93   41.8   1.4e-11 type I restriction enzyme, S subunit [EC:3.1.21.3]
* ANKDFBEC_02617      K07171   19.37   69.0   8.9e-20 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_02627      K07052   25.67   66.4   4.3e-19 uncharacterized protein
* ANKDFBEC_02639      K07171   19.37   83.8   2.7e-24 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_02683      K00571  148.63  186.1   2.5e-55 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
* ANKDFBEC_02694      K09760   96.00  139.4   3.1e-41 DNA recombination protein RmuC
* ANKDFBEC_02698      K07171   19.37   90.0   3.4e-26 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_02705      K07488   43.87   92.6   5.5e-27 transposase
* ANKDFBEC_02726      K07341   34.03   45.4   1.7e-12 death on curing protein
* ANKDFBEC_02743      K07317  150.63  195.8   2.9e-58 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
* ANKDFBEC_02750      K03977  204.07  311.7   1.8e-93 GTPase
* ANKDFBEC_02800      K03427   97.00  129.2   4.4e-38 type I restriction enzyme M protein [EC:2.1.1.72]
* ANKDFBEC_02819      K02888   25.87   64.1   2.8e-18 large subunit ribosomal protein L21
* ANKDFBEC_02824      K07171   19.37   36.7   6.7e-10 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_02859      K01868  140.00  177.0   1.1e-52 threonyl-tRNA synthetase [EC:6.1.1.3]
* ANKDFBEC_02874      K07488   43.87  101.4   1.1e-29 transposase
* ANKDFBEC_02890      K03427   97.00  183.5   1.6e-54 type I restriction enzyme M protein [EC:2.1.1.72]
* ANKDFBEC_02920      K07171   19.37   28.7   1.9e-07 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_02923      K00558  160.57  283.8   3.1e-85 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* ANKDFBEC_02929      K01875   76.07  388.1  1.1e-116 seryl-tRNA synthetase [EC:6.1.1.11]
* ANKDFBEC_02930      K04564   29.40  175.0   4.8e-52 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* ANKDFBEC_02934      K03427   97.00  141.4   8.6e-42 type I restriction enzyme M protein [EC:2.1.1.72]
* ANKDFBEC_02976      K07171   19.37   76.3   5.3e-22 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_02990      K01154   25.93   45.2   1.3e-12 type I restriction enzyme, S subunit [EC:3.1.21.3]
* ANKDFBEC_02993      K07488   43.87   64.4   2.2e-18 transposase
* ANKDFBEC_03011      K07171   19.37   76.7   3.9e-22 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_03013      K07494   74.50   80.9   2.3e-23 putative transposase
* ANKDFBEC_03021      K03218  217.53  220.3   6.3e-66 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
* ANKDFBEC_03022      K03470  129.20  237.4   5.2e-71 ribonuclease HII [EC:3.1.26.4]
* ANKDFBEC_03027      K07171   19.37   90.9   1.8e-26 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_03053      K07494   74.50   81.6   1.4e-23 putative transposase
* ANKDFBEC_03088      K07341   34.03   43.9   5.2e-12 death on curing protein
* ANKDFBEC_03104      K07488   43.87  109.7   3.3e-32 transposase
* ANKDFBEC_03108      K07171   19.37   83.7   2.8e-24 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_03118      K07171   19.37   84.2     2e-24 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_03193      K07494   74.50   86.5   4.6e-25 putative transposase
* ANKDFBEC_03201      K00571  148.63  186.4     2e-55 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
* ANKDFBEC_03205      K00558  160.57  167.8   4.6e-50 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* ANKDFBEC_03207      K02874  102.87  120.0     2e-35 large subunit ribosomal protein L14
* ANKDFBEC_03211      K07488   43.87  110.0   2.6e-32 transposase
* ANKDFBEC_03228      K01887   47.77  322.7   1.1e-96 arginyl-tRNA synthetase [EC:6.1.1.19]
* ANKDFBEC_03237      K07496   31.67  185.7     3e-55 putative transposase
* ANKDFBEC_03257      K02916   22.97   34.7   3.7e-09 large subunit ribosomal protein L35
* ANKDFBEC_03265      K18554  117.60  155.2   3.5e-46 chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
* ANKDFBEC_03273      K07496   31.67  220.0   1.2e-65 putative transposase
* ANKDFBEC_03310      K06218   35.80   47.2   7.8e-13 mRNA interferase RelE/StbE
* ANKDFBEC_03329      K02954   24.90   58.3   1.8e-16 small subunit ribosomal protein S14
* ANKDFBEC_03387      K02838   26.67   28.8   1.2e-07 ribosome recycling factor
* ANKDFBEC_03423      K21498   47.93  105.1   6.5e-31 antitoxin HigA-1
* ANKDFBEC_03437      K07171   19.37   22.2   1.8e-05 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_03440      K01866   93.67  123.9   1.4e-36 tyrosyl-tRNA synthetase [EC:6.1.1.1]
* ANKDFBEC_03453      K07171   19.37   35.9   1.2e-09 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_03463      K07171   19.37   86.8   3.3e-25 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_03465      K07488   43.87   85.5   7.7e-25 transposase
* ANKDFBEC_03474      K00945   76.83  209.0   2.5e-62 CMP/dCMP kinase [EC:2.7.4.25]
