# gene name                          KO     thrshld  score   E-value KO definition
#----------------------------------- ------ ------- ------ --------- ---------------------
  lcl|LN828718.1_prot_CFW92770.1_27  K04427  336.40  178.4   1.2e-54 mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
  ELLNPJPG_00137                     K04369  790.80   33.2   8.3e-11 mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]
  ELLNPJPG_00137                     K18639       -   33.1     6e-11 serine/threonine-protein kinase KCC4 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08851  235.90   33.1   1.3e-10 TP53 regulating kinase and related kinases [EC:2.7.11.1]
  ELLNPJPG_00137                     K22009  591.37   32.9   1.4e-10 protein kinase MCK1
  ELLNPJPG_00137                     K04433  682.07   32.9   1.5e-10 mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]
  ELLNPJPG_00137                     K13418 1181.47   32.8   1.1e-10 somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
  ELLNPJPG_00137                     K13417 1377.10   32.8   1.1e-10 somatic embryogenesis receptor kinase 4 [EC:2.7.10.1 2.7.11.1]
  ELLNPJPG_00137                     K08869  339.70   32.7   1.2e-10 aarF domain-containing kinase
  ELLNPJPG_00137                     K04674  881.23   32.7   1.5e-10 TGF-beta receptor type-1 [EC:2.7.11.30]
  ELLNPJPG_00137                     K05122 1070.90   32.2   1.4e-10 receptor tyrosine kinase-like orphan receptor 1 [EC:2.7.10.1]
  ELLNPJPG_00137                     K08856  280.93   32.1   2.4e-10 serine/threonine kinase 16 [EC:2.7.11.1]
  ELLNPJPG_00137                     K05083 1868.43   32.1   1.3e-10 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]
  ELLNPJPG_00137                     K18679       -   32.0   1.4e-10 mitosis inducer protein kinase Cdr2 [EC:2.7.11.1]
  ELLNPJPG_00137                     K11229  511.93   32.0   1.9e-10 mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
  ELLNPJPG_00137                     K05089 1311.13   32.0   1.3e-10 platelet-derived growth factor receptor beta [EC:2.7.10.1]
  ELLNPJPG_00137                     K08867  243.70   31.8   1.8e-10 WNK lysine deficient protein kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K08287  524.43   31.8   2.5e-10 dual-specificity kinase [EC:2.7.12.1]
  ELLNPJPG_00137                     K07211 1028.60   31.7   2.3e-10 inhibitor of nuclear factor kappa-B kinase subunit epsilon [EC:2.7.11.10]
  ELLNPJPG_00137                     K02178  505.23   31.7   2.2e-10 checkpoint serine/threonine-protein kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K20714  507.73   31.4   4.5e-10 serine/threonine-protein kinase OXI1 [EC:2.7.11.1]
  ELLNPJPG_00137                     K05109 1729.80   31.4     2e-10 Eph receptor A8 [EC:2.7.10.1]
  ELLNPJPG_00137                     K07360  976.93   31.2   3.3e-10 tyrosine-protein kinase ZAP-70 [EC:2.7.10.2]
  ELLNPJPG_00137                     K04413 2378.67   31.2   1.8e-10 misshapen/NIK-related kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K05107 1650.40   31.1   2.8e-10 Eph receptor A6 [EC:2.7.10.1]
  ELLNPJPG_00137                     K15562  535.93   30.8     6e-10 serine/threonine-protein kinase BUR1 [EC:2.7.11.22 2.7.11.23]
  ELLNPJPG_00137                     K05097 1718.77   30.6   2.6e-10 FMS-like tyrosine kinase 4 [EC:2.7.10.1]
  ELLNPJPG_00137                     K04468  446.33   30.6   6.3e-10 nemo like kinase [EC:2.7.11.24]
  ELLNPJPG_00137                     K05125 1072.00   30.2   4.6e-10 discoidin domain receptor family member 2 [EC:2.7.10.1]
  ELLNPJPG_00137                     K05113 1587.17   30.0   4.8e-10 Eph receptor B4 [EC:2.7.10.1]
  ELLNPJPG_00137                     K04431  520.90   30.0   1.1e-09 mitogen-activated protein kinase kinase 7 [EC:2.7.12.2]
  ELLNPJPG_00137                     K02090  549.50   30.0   8.7e-10 cyclin-dependent kinase 5 [EC:2.7.11.22]
  ELLNPJPG_00137                     K08885  801.23   29.6   1.2e-09 non-receptor tyrosine-protein kinase TNK1 [EC:2.7.10.2]
  ELLNPJPG_00137                     K08836  754.83   29.6   7.2e-10 STE20-like kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K06272  230.33   29.6   1.1e-09 integrin-linked kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K04429  393.77   29.5   6.9e-10 thousand and one amino acid protein kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K04732  358.90   29.4   1.3e-09 interleukin-1 receptor-associated kinase 3 [EC:2.7.11.1]
  ELLNPJPG_00137                     K02208  382.77   29.3   1.2e-09 cyclin-dependent kinase 8/11 [EC:2.7.11.22 2.7.11.23]
  ELLNPJPG_00137                     K05084 1716.83   29.2   7.5e-10 receptor tyrosine-protein kinase erbB-3 [EC:2.7.10.1]
  ELLNPJPG_00137                     K12767  642.33   28.9   1.1e-09 serine/threonine-protein kinase RIM15 [EC:2.7.11.1]
  ELLNPJPG_00137                     K04407 2100.00   28.9   1.2e-09 mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]
  ELLNPJPG_00137                     K05091 1222.23   28.0   2.1e-09 proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]
  ELLNPJPG_00137                     K06686  884.53   27.5   5.1e-09 cell cycle protein kinase DBF20 [EC:2.7.11.-]
  ELLNPJPG_00137                     K04414 1295.60   27.5   3.5e-09 mitogen-activated protein kinase kinase kinase kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00137                     K23880  422.40   27.3   2.9e-09 reticulophagy regulator
  ELLNPJPG_00137                     K06228  325.07   27.3     4e-09 fused [EC:2.7.11.1]
  ELLNPJPG_00137                     K04360 1154.67   27.3   4.1e-09 neurotrophic tyrosine kinase receptor type 2 [EC:2.7.10.1]
  ELLNPJPG_00137                     K19603  432.80   27.2     7e-09 mitogen-activated protein kinase 15 [EC:2.7.11.24]
  ELLNPJPG_00137                     K04731  594.70   27.2   6.1e-09 interleukin-1 receptor-associated kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08960  705.77   27.1   8.2e-09 casein kinase 1, epsilon [EC:2.7.11.1]
  ELLNPJPG_00137                     K14949  372.43   27.0   5.3e-09 serine/threonine-protein kinase PknG [EC:2.7.11.1]
  ELLNPJPG_00137                     K08896  932.37   27.0   6.2e-09 cytoplasmic tyrosine-protein kinase BMX [EC:2.7.10.2]
  ELLNPJPG_00137                     K19690 1810.70   26.9   2.3e-09 osomolarity two-component system, sensor histidine kinase CHK1 [EC:2.7.13.3]
  ELLNPJPG_00137                     K04442  440.73   26.9   9.6e-09 mitogen-activated protein kinase-activated protein kinase 5 [EC:2.7.11.1]
  ELLNPJPG_00137                     K18680       -   26.8     8e-09 mitosis inducer protein kinase Cdr1 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08830  395.40   26.7     1e-08 renal tumor antigen [EC:2.7.11.22]
  ELLNPJPG_00137                     K15904  667.47   26.6   8.3e-09 bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]
  ELLNPJPG_00137                     K05123 1354.87   26.5   5.8e-09 receptor tyrosine kinase-like orphan receptor 2 [EC:2.7.10.1]
  ELLNPJPG_00137                     K04672  555.77   26.0   1.4e-08 anti-mullerian hormone receptor type-2 [EC:2.7.11.30]
  ELLNPJPG_00137                     K08825  531.53   25.8   1.5e-08 dual specificity tyrosine-phosphorylation-regulated kinase 1 [EC:2.7.12.1]
  ELLNPJPG_00137                     K05115 1229.60   25.7   1.4e-08 AXL receptor tyrosine kinase [EC:2.7.10.1]
  ELLNPJPG_00137                     K15486  890.10   25.6   1.8e-08 serine/threonine-protein kinase LegK1 [EC:2.7.1.-]
  ELLNPJPG_00137                     K17541  308.17   25.5   1.4e-08 SCY1-like protein 2
  ELLNPJPG_00137                     K11227  509.90   25.3   3.3e-08 mitogen-activated protein kinase kinase [EC:2.7.12.2]
  ELLNPJPG_00137                     K07527 1213.07   25.3   1.8e-08 tyrosine-protein kinase Fes/Fps [EC:2.7.10.2]
  ELLNPJPG_00137                     K05090 1121.23   25.0     2e-08 macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]
  ELLNPJPG_00137                     K04563  550.10   24.9   4.1e-08 cyclin-dependent kinase [EC:2.7.11.22]
  ELLNPJPG_00137                     K16313 2270.50   24.8   1.4e-08 Nik-related protein kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K08791  663.47   24.2   4.4e-08 serine/threonine-protein kinase LATS1/2 [EC:2.7.11.1]
  ELLNPJPG_00137                     K05124 1340.57   24.2   3.6e-08 discoidin domain receptor family member 1 [EC:2.7.10.1]
  ELLNPJPG_00137                     K06855  466.57   24.1   6.2e-08 mitogen-activated protein kinase 4/6 [EC:2.7.11.24]
  ELLNPJPG_00137                     K02214  174.20   24.1   5.7e-08 cell division control protein 7 [EC:2.7.11.1]
  ELLNPJPG_00137                     K23453       -   23.5   6.6e-08 RSV tyrosine-protein kinase transforming protein Src [EC:2.7.10.2]
  ELLNPJPG_00137                     K15596  929.37   23.5   8.2e-08 cyclin-dependent kinase 18 [EC:2.7.11.22]
  ELLNPJPG_00137                     K05119 1227.13   23.5   4.2e-08 anaplastic lymphoma kinase [EC:2.7.10.1]
  ELLNPJPG_00137                     K05116 1033.10   23.5   5.2e-08 TYRO3 protein tyrosine kinase 3 [EC:2.7.10.1]
  ELLNPJPG_00137                     K06668 1147.10   23.2   6.9e-08 serine/threonine-protein kinase GIN4 [EC:2.7.11.-]
  ELLNPJPG_00137                     K13568  854.53   23.1   1.2e-07 activin receptor type-1C [EC:2.7.11.30]
  ELLNPJPG_00137                     K08887 1898.27   23.1   6.5e-08 abelson tyrosine-protein kinase 2 [EC:2.7.10.2]
  ELLNPJPG_00137                     K16309  295.80   23.0   9.8e-08 serine/threonine-protein kinase greatwall [EC:2.7.11.1]
  ELLNPJPG_00137                     K05128  353.40   22.6   1.3e-07 RYK receptor-like tyrosine kinase [EC:2.7.10.1]
  ELLNPJPG_00137                     K08828  853.10   22.5   2.4e-07 intestinal cell (MAK-like) kinase [EC:2.7.11.22]
  ELLNPJPG_00137                     K04464  640.93   22.1   2.2e-07 mitogen-activated protein kinase 7 [EC:2.7.11.24]
  ELLNPJPG_00137                     K08821  642.70   21.8   3.3e-07 cyclin-dependent kinase 14 [EC:2.7.11.22]
  ELLNPJPG_00137                     K08801  389.03   21.7   1.9e-07 PAS domain containing serine/threonine kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K08823  697.83   21.6   2.7e-07 dual specificity protein kinase CLK2/3 [EC:2.7.12.1]
  ELLNPJPG_00137                     K13567  917.67   21.2     4e-07 activin receptor type-1B [EC:2.7.11.30]
  ELLNPJPG_00137                     K02850  124.63   21.0   9.4e-07 heptose II phosphotransferase [EC:2.7.1.-]
  ELLNPJPG_00137                     K12765  457.20   20.8   6.2e-07 meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08833 1382.47   20.8   4.1e-07 mitogen-activated protein kinase kinase kinase kinase 5 [EC:2.7.11.1]
  ELLNPJPG_00137                     K14758  625.37   20.7   7.1e-07 casein kinase I homolog HRR25 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08866  220.87   20.6   7.6e-07 serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
  ELLNPJPG_00137                     K13594  839.50   20.5     7e-07 activin receptor-like kinase 1 [EC:2.7.11.30]
  ELLNPJPG_00137                     K20538  916.27   20.3   7.9e-07 mitogen-activated protein kinase 8 [EC:2.7.11.24]
  ELLNPJPG_00137                     K15595  922.37   20.3     1e-06 cyclin-dependent kinase 17 [EC:2.7.11.22]
  ELLNPJPG_00137                     K08820  945.17   20.2   9.2e-07 cyclin-dependent kinase 16 [EC:2.7.11.22]
  ELLNPJPG_00137                     K14502  782.23   20.1   9.2e-07 protein brassinosteroid insensitive 2 [EC:2.7.11.1]
  ELLNPJPG_00137                     K04406 1463.17   20.1   7.2e-07 mitogen-activated protein kinase kinase kinase kinase 3 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08899 1020.90   20.0   6.3e-07 lemur tyrosine kinase 3 [EC:2.7.10.1]
  ELLNPJPG_00137                     K08822  794.13   19.9   1.3e-06 glycogen synthase kinase 3 alpha [EC:2.7.11.26]
  ELLNPJPG_00137                     K03176 1129.50   19.9   6.1e-07 neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]
  ELLNPJPG_00137                     K13437       -   19.7   8.6e-07 receptor kinase-like protein
  ELLNPJPG_00137                     K12321 1897.03   19.7     4e-07 guanylate cyclase 2D/E [EC:4.6.1.2]
  ELLNPJPG_00137                     K05086 2196.93   19.4   7.1e-07 insulin receptor-related receptor [EC:2.7.10.1]
  ELLNPJPG_00137                     K04673 1021.50   19.3   1.5e-06 bone morphogenetic protein receptor type-1A [EC:2.7.11.30]
  ELLNPJPG_00137                     K15409 1022.97   19.1   1.6e-06 serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]
  ELLNPJPG_00137                     K14958 1216.70   19.1   1.3e-06 kinase suppressor of Ras 1
  ELLNPJPG_00137                     K12766  616.83   18.9   2.3e-06 serine/threonine-protein kinase MDS1/RIM11 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08877  250.17   18.9   2.5e-06 serine/threonine-protein kinase Kist [EC:2.7.11.1]
  ELLNPJPG_00137                     K12320  852.17   18.6   1.4e-06 heat-stable enterotoxin receptor [EC:4.6.1.2]
  ELLNPJPG_00137                     K15594  619.87   18.4   3.3e-06 cyclin-dependent kinase 15 [EC:2.7.11.22]
  ELLNPJPG_00137                     K05101 1218.93   18.4   2.1e-06 neurotrophic tyrosine kinase, receptor type 3 [EC:2.7.10.1]
  ELLNPJPG_00137                     K16307  885.13   18.2   1.2e-06 serine/threonine-protein kinase MRCK [EC:2.7.11.1]
  ELLNPJPG_00137                     K13428 1971.10   18.2   1.8e-06 LRR receptor-like serine/threonine-protein kinase EFR [EC:2.7.11.1]
  ELLNPJPG_00137                     K08957  608.23   18.0   4.6e-06 casein kinase 1, alpha [EC:2.7.11.1]
  ELLNPJPG_00137                     K04408 1253.63   18.0   3.4e-06 mitogen-activated protein kinase kinase kinase kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08814  435.07   17.8   7.6e-06 tribbles homolog 1/2
  ELLNPJPG_00137                     K21158       -   17.6   3.9e-06 serine/threonine-protein kinase TOS3 [EC:2.7.11.1]
  ELLNPJPG_00137                     K05088  566.80   17.5     2e-06 proto-oncogene tyrosine-protein kinase ROS [EC:2.7.10.1]
  ELLNPJPG_00137                     K17532  548.10   17.4   6.7e-06 STE20-related kinase adapter protein beta
  ELLNPJPG_00137                     K08897 1641.07   17.4   3.4e-06 Eph receptor A10 [EC:2.7.10.1]
  ELLNPJPG_00137                     K08855 1035.60   16.6   5.8e-06 cyclin G-associated kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K11211  105.87   15.8   2.6e-05 3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]
  ELLNPJPG_00137                     K08853  455.07   15.8   1.9e-05 AP2-associated kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K19518  466.23   15.7   2.8e-05 tribbles homolog 3
  ELLNPJPG_00137                     K08958  524.17   15.5   2.4e-05 casein kinase 1, gamma [EC:2.7.11.1]
  ELLNPJPG_00137                     K03688  412.47   15.3   2.4e-05 ubiquinone biosynthesis protein
  ELLNPJPG_00137                     K08959  806.60   15.0   3.9e-05 casein kinase 1, delta [EC:2.7.11.1]
  ELLNPJPG_00137                     K21506  596.83   14.1   8.6e-05 Orthopoxvirus serine/threonine-protein kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00137                     K16240  870.17   12.9   0.00011 protein suppressor of PHYA-105 1
  ELLNPJPG_00137                     K17543  125.07   12.7   0.00019 PX domain-containing protein kinase-like protein
  ELLNPJPG_00137                     K16314  471.13   12.5   0.00021 serine/threonine-protein kinase ELM1 [EC:2.7.11.1]
  ELLNPJPG_00137                     K08816  386.67   12.5   0.00021 vaccinia related kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K08788  850.10   12.2   0.00021 dystrophia myotonica-protein kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K16279  283.67   11.9   9.6e-05 E3 ubiquitin-protein ligase KEG [EC:2.7.11.1 2.3.2.27]
  ELLNPJPG_00137                     K01165  361.40   11.3   0.00032 ribonuclease L
  ELLNPJPG_00137                     K18201  108.97   11.1   0.00048 hydroxylysine kinase [EC:2.7.1.81]
  ELLNPJPG_00137                     K02848  120.37   10.7   0.00056 heptose I phosphotransferase [EC:2.7.1.-]
  ELLNPJPG_00137                     K08854 1057.53   10.0   0.00066 BMP2 inducible kinase [EC:2.7.11.1]
  ELLNPJPG_00137                     K21157  400.93    9.3    0.0016 SNF1-activating kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04427  336.40  150.5   3.4e-46 mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
  ELLNPJPG_00143                     K04373  789.37  149.5   6.5e-46 ribosomal protein S6 kinase alpha-1/2/3/6 [EC:2.7.11.1]
  ELLNPJPG_00143                     K17535  349.33  128.1     2e-39 serine/threonine-protein kinase TNNI3K [EC:2.7.11.1]
  ELLNPJPG_00143                     K08844 1309.20  114.5   8.7e-36 leucine-rich repeat kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08857  439.90  110.4     5e-34 NIMA (never in mitosis gene a)-related kinase 1/4/5 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04367  249.33  106.1   9.7e-33 proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]
  ELLNPJPG_00143                     K08286  403.83  101.4   1.6e-31 protein-serine/threonine kinase [EC:2.7.11.-]
  ELLNPJPG_00143                     K04424  608.90  100.5   3.4e-31 sterile alpha motif and leucine zipper containing kinase AZK [EC:2.7.11.25]
  ELLNPJPG_00143                     K12132  236.97   99.8   6.1e-31 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K04345  529.83   99.0   1.3e-30 protein kinase A [EC:2.7.11.11]
  ELLNPJPG_00143                     K08794  438.60   98.2   2.5e-30 calcium/calmodulin-dependent protein kinase I [EC:2.7.11.17]
  ELLNPJPG_00143                     K20872  342.33   97.8     3e-30 NIMA (never in mitosis gene a)-related kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08282  270.47   95.9   1.2e-29 non-specific serine/threonine protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K08884  233.93   95.1   2.2e-29 serine/threonine protein kinase, bacterial [EC:2.7.11.1]
  ELLNPJPG_00143                     K04365  849.23   95.0   1.8e-29 B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K13412  438.80   94.4   2.8e-29 calcium-dependent protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K06660  684.03   94.1   3.9e-29 cell cycle serine/threonine-protein kinase CDC5/MSD2 [EC:2.7.11.21]
  ELLNPJPG_00143                     K08861  886.40   93.8   4.9e-29 polo-like kinase 2 [EC:2.7.11.21]
  ELLNPJPG_00143                     K08850  514.47   92.9   7.6e-29 aurora kinase, other [EC:2.7.11.1]
  ELLNPJPG_00143                     K13303  577.47   92.5   1.1e-28 serum/glucocorticoid-regulated kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K20875  527.47   91.8   2.1e-28 NIMA (never in mitosis gene a)-related kinase 6 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04417 1146.57   91.7   1.9e-28 mitogen-activated protein kinase kinase kinase 9 [EC:2.7.11.25]
  ELLNPJPG_00143                     K20876  608.07   91.4   3.1e-28 NIMA (never in mitosis gene a)-related kinase 7 [EC:2.7.11.1]
  ELLNPJPG_00143                     K16195  405.10   90.5   5.1e-28 eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04445 1229.17   89.3   7.5e-28 ribosomal protein S6 kinase alpha-5 [EC:2.7.11.1]
  ELLNPJPG_00143                     K00924  418.03   88.6     2e-27 kinase [EC:2.7.1.-]
  ELLNPJPG_00143                     K06631  711.30   88.1   2.4e-27 polo-like kinase 1 [EC:2.7.11.21]
  ELLNPJPG_00143                     K11481  534.97   87.8   2.8e-27 aurora kinase A [EC:2.7.11.1]
  ELLNPJPG_00143                     K04447 1161.00   87.8   2.1e-27 Janus kinase 2 [EC:2.7.10.2]
  ELLNPJPG_00143                     K16288  282.10   86.0   8.2e-27 dual serine/threonine and tyrosine protein kinase [EC:2.7.12.1]
  ELLNPJPG_00143                     K02861  403.40   86.0   1.2e-26 receptor-interacting serine/threonine-protein kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08889  959.07   83.3   5.3e-26 tyrosine-protein kinase Fer [EC:2.7.10.2]
  ELLNPJPG_00143                     K08843 1089.43   83.0   3.8e-26 leucine-rich repeat kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K19477  903.73   82.6     1e-25 cGMP-dependent protein kinase 2 [EC:2.7.11.12]
  ELLNPJPG_00143                     K08798  607.30   80.8   4.8e-25 MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K04730  409.47   80.8   4.7e-25 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K17539  426.10   80.6   2.9e-25 serine/threonine-protein kinase PDIK1L [EC:2.7.11.1]
  ELLNPJPG_00143                     K19584  519.67   80.0   6.7e-25 protein kinase X [EC:2.7.11.11]
  ELLNPJPG_00143                     K20877  707.23   79.8   6.8e-25 NIMA (never in mitosis gene a)-related kinase 8 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08860  409.80   79.4   9.8e-25 eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08847  355.17   79.2   1.6e-24 receptor-interacting serine/threonine-protein kinase 3 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04733  235.17   78.7   1.2e-24 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05111 1807.17   78.3   1.3e-24 Eph receptor B2 [EC:2.7.10.1]
  ELLNPJPG_00143                     K02831  428.17   78.1   2.4e-24 ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-]
  ELLNPJPG_00143                     K06276  365.67   77.8   3.2e-24 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K20873  525.17   77.2   5.5e-24 NIMA (never in mitosis gene a)-related kinase 3 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05103 1489.87   77.1   3.8e-24 Eph receptor A2 [EC:2.7.10.1]
  ELLNPJPG_00143                     K06641  423.40   77.0   5.5e-24 serine/threonine-protein kinase CHEK2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K17545  312.77   76.2   6.4e-24 serine/threonine-protein kinase ULK4 [EC:2.7.11.1]
  ELLNPJPG_00143                     K20607  387.20   75.9   1.5e-23 mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]
  ELLNPJPG_00143                     K21358  355.50   75.2     2e-23 serine/threonine-protein kinase ULK3 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04467 1076.07   75.2   1.7e-23 inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]
  ELLNPJPG_00143                     K11479  546.30   72.5   1.3e-22 aurora kinase B [EC:2.7.11.1]
  ELLNPJPG_00143                     K06619 1193.60   72.2   1.3e-22 abelson tyrosine-protein kinase 1 [EC:2.7.10.2]
  ELLNPJPG_00143                     K08813  408.83   72.0     2e-22 serine/threonine kinase 33 [EC:2.7.11.1]
  ELLNPJPG_00143                     K07376  693.07   71.6   1.8e-22 cGMP-dependent protein kinase 1 [EC:2.7.11.12]
  ELLNPJPG_00143                     K08802  467.83   71.4   2.6e-22 SNF related kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K04688  546.43   70.8   3.8e-22 ribosomal protein S6 kinase beta [EC:2.7.11.1]
  ELLNPJPG_00143                     K06633  334.63   70.5   6.2e-22 membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K08852  198.40   69.4     9e-22 serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]
  ELLNPJPG_00143                     K22008  531.13   69.2   1.4e-21 serine/threonine-protein kinase Psk1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08269  396.23   68.1   2.9e-21 serine/threonine-protein kinase ULK2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K20603  590.07   67.8   3.4e-21 mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]
  ELLNPJPG_00143                     K04368  577.93   67.1   6.1e-21 mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]
  ELLNPJPG_00143                     K08793  411.43   66.9   6.8e-21 serine/threonine kinase 32 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08863  358.17   66.7   6.9e-21 polo-like kinase 4 [EC:2.7.11.21]
  ELLNPJPG_00143                     K20879  309.57   66.3   6.2e-21 NIMA (never in mitosis gene a)-related kinase 10 [EC:2.7.11.1]
  ELLNPJPG_00143                     K07359  636.80   65.5   1.6e-20 calcium/calmodulin-dependent protein kinase kinase 2 [EC:2.7.11.17]
  ELLNPJPG_00143                     K12323 1262.30   65.0   1.6e-20 atrial natriuretic peptide receptor A [EC:4.6.1.2]
  ELLNPJPG_00143                     K08846  358.33   64.6     4e-20 receptor-interacting serine/threonine-protein kinase 2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05094 1028.90   64.5   2.9e-20 fibroblast growth factor receptor 3 [EC:2.7.10.1]
  ELLNPJPG_00143                     K06068  987.80   64.2   3.8e-20 novel protein kinase C delta type [EC:2.7.11.13]
  ELLNPJPG_00143                     K21357 1260.50   63.5   5.4e-20 serine/threonine-protein kinase ULK1 [EC:2.7.11.1]
  ELLNPJPG_00143                     K05095 1418.07   63.2   5.6e-20 fibroblast growth factor receptor 4 [EC:2.7.10.1]
  ELLNPJPG_00143                     K13420 1161.43   63.1   4.2e-20 LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]
  ELLNPJPG_00143                     K04456  517.73   62.8   1.2e-19 RAC serine/threonine-protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K07209 1008.70   62.6     1e-19 inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]
  ELLNPJPG_00143                     K00871  340.97   62.5   1.3e-19 phosphorylase kinase gamma subunit [EC:2.7.11.19]
  ELLNPJPG_00143                     K16510 1344.47   62.2   1.3e-19 ribosomal protein S6 kinase alpha-4 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08862 1020.63   62.1   1.5e-19 polo-like kinase 3 [EC:2.7.11.21]
  ELLNPJPG_00143                     K08804  402.50   61.6   3.4e-19 serine/threonine kinase 17 [EC:2.7.11.1]
  ELLNPJPG_00143                     K08294  476.17   61.4   3.9e-19 mitogen-activated protein kinase kinase [EC:2.7.12.2]
  ELLNPJPG_00143                     K08856  280.93   61.3   3.3e-19 serine/threonine kinase 16 [EC:2.7.11.1]
  ELLNPJPG_00143                     K18952 1014.10   61.1   3.3e-19 atypical protein kinase C zeta type [EC:2.7.11.13]
  ELLNPJPG_00143                     K12761  628.17   60.7   5.5e-19 carbon catabolite-derepressing protein kinase [EC:2.7.11.1]
  ELLNPJPG_00143                     K08892  735.67   60.7   3.8e-19 fyn-related kinase [EC:2.7.10.2]
